id,name,Title analysis,Components counts
1384777420757250416,Rama9 luxury condo 1BR/Pool/Gym/Wifi/38F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1384789677854080028,Rama9 luxury condo 1BR/Pool/Gym/Wifi/36F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1384791116177207126,Z house vintage sukhumvit,"['Themed Features', 'Property Type', 'Location Details']",3
1384794038289526035,Rama9 luxury condo 1BR/Pool/Gym/Wifi/2F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1384803126026220886,Rama9 luxury condo 1BR/Pool/Gym/Wifi/54F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1384851802417045079,Good house close to DMK airport,"['Property Type', 'Proximity to Transit', 'Descriptive Adjectives']",3
1384887618505030303,泳池健身房/近是隆/bts步行两分钟/楼下超市餐厅,"['Amenities', 'Proximity to Transit', 'Additional Services', 'Location Details']",4
1385032507315344442,Beautiful Duplex! In city center,"['Property Type', 'Descriptive Adjectives', 'Location Details']",3
1385119819394541397,No.803 by Urban383,"['Themed Features', 'Property Type']",2
1385135472945661293,Sweet Home - Budget Friendly Retreat - AC - Wifi,"['Themed Features', 'Descriptive Adjectives', 'Amenities']",3
1385151246151398831,Renovated BudgetStudio|Full Appliance & Essential,"['Property Type', 'Descriptive Adjectives', 'Amenities']",3
1385156671598096803,Cozy house near Punnawithi BTS True Digital Park,"['Property Type', 'Descriptive Adjectives', 'Proximity to Transit', 'Location Details']",4
1385221187099067065,130m²Apt Mega 2b2b/BTS Phrom Phong /EmSphere/Pool,"['Property Type', 'Bedroom Count', 'Proximity to Transit', 'Themed Features', 'Amenities']",5
1385242822218989156,130m²Apt Mega 2b2b/BTS Phrom Phong /EmSphere/Pool,"['Property Type', 'Bedroom Count', 'Proximity to Transit', 'Themed Features', 'Amenities']",5
1385265326877884718,30%OFF/FamilyOriented/5MinutesWalkBTSThonglo/24Hrs,"['Additional Services', 'Themed Features', 'Proximity to Transit', 'Additional Services']",4
1385277242961265309,D28A/中高层舒适房间，高速WiFi-独立卫浴，7-11.餐馆，美容美发，接送车，周末夜市，商场,"['Themed Features', 'Descriptive Adjectives', 'Amenities', 'Additional Services', 'Location Details']",5
1385295578628728194,S.拉玛九复式Loft一房公寓/合作空间/花园/儿童俱乐部厅/健身房/迷你剧院/月租特惠/12F,"['Location Details', 'Property Type', 'Themed Features', 'Amenities', 'Additional Services']",5
1385301406277582189,共享办公室/泳池健身房/bts50米/交通便利/出行方便,"['Amenities', 'Proximity to Transit', 'Additional Services', 'Themed Features']",4
1385304582445478857,Serene Room w/Balcony in Minburi,"['Descriptive Adjectives', 'Property Type', 'View']",3
1385304847189977744,S.拉玛九复式Loft一房公寓/EV充电器/瑜伽室/无边框泳池/健身会所/月租特惠/C12F,"['Location Details', 'Property Type', 'Amenities', 'Themed Features', 'Additional Services']",5
1385310655168758728,MIQ Ekkamai_Homey Villa/Sukhumvit65/4BR house,"['Location Details', 'Property Type', 'Bedroom Count', 'Themed Features']",4
1385312445296629561,Quiet Stay 15 Mins from Airport,"['Descriptive Adjectives', 'Proximity to Transit']",2
1385316030133430490,素坤逸私人独立泳池 现代风格 保姆 24小时 3月特价折扣,"['Location Details', 'Amenities', 'Descriptive Adjectives', 'Additional Services']",4
1385353870143544217,4.天街/高空无边泳池/配套豪华/楼下餐厅/loft/C12,"['Themed Features', 'Amenities', 'Descriptive Adjectives', 'Location Details', 'Property Type']",5
1385361726872785334,1.Bangkok碧桂园特价公寓-空中泳池-楼下711-餐厅D14,"['Themed Features', 'Amenities', 'Additional Services', 'Location Details', 'Property Type']",5
1385371152859301067,Chapter one ECO 小户型 B011户型  Bangkok 曼谷亚洲公寓设计大奖辉煌街,"['Themed Features', 'Property Type', 'Themed Features', 'Location Details']",4
1385372692560878832,Chapter one ECO 大户型 A003户型   曼谷亚洲公寓设计大奖辉煌街,"['Themed Features', 'Property Type', 'Themed Features', 'Location Details']",4
1385414745354220672,Omni Suites 1BR 2Guests 54sqm (Free Wifi) #404C,"['Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",4
1385452199037135171,Single Balcony Room in CBD,"['Property Type', 'View', 'Location Details']",3
1385463947762249653,素坤逸villa/近贵妇商场/日韩区/美食聚集/交通便利,"['Location Details', 'Property Type', 'Themed Features', 'Proximity to Transit']",4
1385469337892132922,บ้าน 88/4,"['Property Type', 'Themed Features']",2
1385497477300259590,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/34f,"['Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Themed Features']",7
1385507576069226336,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/35f,"['Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Themed Features']",7
1385509946011446440,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/25f,"['Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Themed Features']",7
1385513945358725944,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/26f,"['Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Themed Features']",7
1385516109778664118,B19B/拉玛九经济型旅游版套房，家具一应俱全/1分钟可达：MRTR地铁站/尚泰商场/华为办公,"['Themed Features', 'Property Type', 'Amenities', 'Proximity to Transit', 'Location Details']",5
1385556001160136269,"New Quiet Cozy Hotel:Twin Room, 4Fl. near Khaosan","['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Proximity to Transit']",4
1385590000781055039,Stylish 4BR Poolhouse+ Cinema + Lift | 2min to BTS,"['Property Type', 'Bedroom Count', 'Amenities', 'Proximity to Transit', 'Themed Features']",5
1385609156137984395,地震无损坏/公共设施正常使用/一居室公寓 靠近辉煌/代购街/象神/高速WiFi,"['Additional Services', 'Amenities', 'Location Details', 'Property Type']",4
1385623036617908748,thong lor 50m 泳池公寓 交通方便-1,"['Proximity to Transit', 'Amenities', 'Location Details']",3
1385634166857530508,thong lor 50m 泳池公寓 交通方便-2,"['Proximity to Transit', 'Amenities', 'Location Details']",3
1385881679619352194,The Lux Landmark Residence,"['Themed Features', 'Property Type']",2
1385931152791360093,130平方大平层带阳台公寓/2卧3床5人 /EmSphere/BTS Phrom phong /泳池,"['Property Type', 'Bedroom Count', 'Amenities', 'Proximity to Transit', 'Location Details']",5
1385965229436704708,B19B/曼谷高端公寓，干净整洁，设备齐全，生活方便，吃喝玩乐应有尽有。,"['Themed Features', 'Property Type', 'Descriptive Adjectives', 'Amenities', 'Additional Services']",5
1385966298326915099,130m²Apt Mega 2b2b/BTS Phrom Phong /EmSphere/Pool,"['Property Type', 'Bedroom Count', 'Proximity to Transit', 'Themed Features', 'Amenities']",5
1385973576203966871,City Center Nana 4-Guest Suite 100m Nana BTS,"['Location Details', 'Property Type', 'Proximity to Transit', 'Themed Features']",4
1385979888249287156,"NobleBE33 , Bts Phromphong 豪华 泳池 , 1BR","['Themed Features', 'Proximity to Transit', 'Amenities', 'Bedroom Count', 'Descriptive Adjectives']",5
1385992522883776523,130m²Apt Mega 2b2b/BTS Phrom Phong /EmSphere/Pool,"['Property Type', 'Bedroom Count', 'Proximity to Transit', 'Themed Features', 'Amenities']",5
1385999136276812207,Clean and Cozy Renovated 1BR 100m to Nana BTS,"['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Proximity to Transit']",4
1386000859824370162,16F Great View 120sqm 2BR 2BA 3 min to Nana BTS,"['View', 'Property Type', 'Bedroom Count', 'Proximity to Transit']",4
1386001924465967223,N4 Hotel - Ratchaprarop BTS,"['Themed Features', 'Proximity to Transit']",2
1386002104504253260,Convenient! Next to bangchak BTS,"['Proximity to Transit', 'Descriptive Adjectives']",2
1386006006009931015,Superior Room 4-Min from train,"['Property Type', 'Proximity to Transit']",2
1386026454600615266,Deluxe Double 4-Min From Train,"['Property Type', 'Proximity to Transit']",2
1386030927088318673,Apartment at Lat Phrao,"['Location Details', 'Property Type']",2
1386039503665932762,Bangkok Central Views - Condo,"['Location Details', 'Property Type', 'View']",3
1386042177865548565,Deluxe Twins 4 Min from SkyTrain,"['Property Type', 'Proximity to Transit']",2
1386045921147699015,Riverside Retreat – Condo,"['Themed Features', 'Property Type']",2
1386082096370675880,全新！Rama9豪华公寓/精致套房/无边泳池/健身房/免费接机/近Mrt/配套齐全/火车夜市A40F,"['Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Themed Features']",7
1386082669240166562,两卧室房间/Thonglor顶级公寓/高速WiFi/市中心,"['Bedroom Count', 'Property Type', 'Amenities', 'Location Details']",4
1386094337160801738,Rama9/网红公寓/1.8米豪华大床/游泳池/健身房/近MRT/711便利店/火车夜市/49F,"['Location Details', 'Property Type', 'Amenities', 'Proximity to Transit', 'Additional Services', 'Themed Features']",6
1386147644189512406,"Lux 1BR w/Sky Garden Infinity Pool,Int'l,100m BTS","['Property Type', 'Bedroom Count', 'Amenities', 'Proximity to Transit', 'Themed Features']",5
1386163162697033081,B13A/避开旅游区，在地生活体验，小区车接送/适合办公，房间带两个窗户,"['Location Details', 'Descriptive Adjectives', 'Additional Services', 'Themed Features']",4
1386198871308773122,42 Center BTS 8min Asiatique Icon Siam pier,"['Location Details', 'Proximity to Transit', 'View']",3
1386227163808295832,20% OFF!/24Hours/HighFloor/5MinutesWalkBTSThonglor,"['Additional Services', 'Themed Features', 'Proximity to Transit']",3
1386231084627296294,35平LOFT-366/近RCA/近火车夜市/近tonglor/近曼谷医院/近regent国际学校,"['Property Type', 'Location Details', 'Proximity to Transit']",3
1386236004785204434,35平LOFT-366/近RCA/近火车夜市/近tonglor/近曼谷医院/近regent国际学校,"['Property Type', 'Location Details', 'Proximity to Transit']",3
1386238242496816636,35平LOFT-一居室/近RCA/近火车夜市/近tonglor/近曼谷医院/近regent国际学校,"['Property Type', 'Bedroom Count', 'Location Details', 'Proximity to Transit']",4
1386238294453792063,35平LOFT-366/近RCA/近火车夜市/近tonglor/近曼谷医院/近regent国际学校,"['Property Type', 'Location Details', 'Proximity to Transit']",3
1386243079938419628,35平LOFT-一居室/近RCA/近火车夜市/近tonglor/近曼谷医院/近regent国际学校,"['Property Type', 'Bedroom Count', 'Location Details', 'Proximity to Transit']",4
1386245574909724632,35平LOFT-一居室/近RCA/近火车夜市/近tonglor/近曼谷医院/近regent国际学校,"['Property Type', 'Bedroom Count', 'Location Details', 'Proximity to Transit']",4
1386253790802722861,Asok/SukhumvitBTS/Free pool&gym/WIFI/2PP,"['Location Details', 'Proximity to Transit', 'Amenities', 'Additional Services']",4
1386293828970175972,Cozy 14F Studio | Sukhumvit Condo-BTS Pha Khanong,"['Descriptive Adjectives', 'Property Type', 'Floor Level', 'Proximity to Transit']",4
1386560076987055320,月租公寓/酒店式服务/每月可打扫,"['Property Type', 'Additional Services']",2
1386561568574249536,42平超大一卧+客厅/交通便利/楼下711/bts步行2分钟,"['Property Type', 'Bedroom Count', 'Amenities', 'Proximity to Transit']",4
1386599686460319079,Comfy Bed in 2-bed Male Dorm Room @ Ali Hostel,"['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Themed Features']",4
1386679199516683809,Green Haven Condo in Bang Sue,"['Property Type', 'Location Details', 'Themed Features']",3
1386686247435837632,[FUN臻選]高端5星公寓素坤逸Ekkamai富人區｜游泳池健身房｜頂層360度曼谷美景,"['Themed Features', 'Property Type', 'Location Details', 'Amenities', 'View']",5
1386687263147501015,Single Standard Room 16 sq.m. in CBD,"['Property Type', 'Bedroom Count', 'Area Size', 'Location Details']",4
1386767523243801168,ใกล้สนามบินดอนเมือง,"['Proximity to Transit', 'Location Details']",2
1386819282748144253,New! Swimming Pool/GYM/1 Bedroom/WiFI,"['Amenities', 'Property Type', 'Bedroom Count', 'Additional Services']",4
1386821808906005119,Peaceful & Private (303),"['Descriptive Adjectives', 'Themed Features']",2
1386822499755590686,New! Swimming Pool/GYM/1 Bedroom loft/WiFI,"['Amenities', 'Property Type', 'Bedroom Count', 'Additional Services']",4
1386823658181325295,1 Bed in Shared Dormitory - BKK Neighborhood,"['Property Type', 'Bedroom Count', 'Themed Features']",3
1386829050583429722,City Center (306),"['Location Details', 'Themed Features']",2
1386835417387251345,Homey & lovely (310),"['Descriptive Adjectives', 'Themed Features']",2
1386847812362009216,D9A/曼谷banso MRT附近公寓出租，配优质床垫，阳台可晒衣服，楼下就是便利店，拎包入住,"['Location Details', 'Property Type', 'Amenities', 'Additional Services']",4
1386942439246524692,Spa & Cozy Stay Near Airport,"['Themed Features', 'Descriptive Adjectives', 'Proximity to Transit']",3
1387328338537284626,B47C/泰好玩公寓+家具家电齐全：智能电视/超大容量冰箱/热水器/洗衣机/微波炉,"['Property Type', 'Amenities', 'Additional Services']",3
1387452727903822891,So Glam: Garden and Relax Room Near Silom Road,"['Themed Features', 'Amenities', 'Location Details']",3
1387482016569839176,安静的素坤逸的低层公寓，安全的建筑，没有被地震损坏,"['Descriptive Adjectives', 'Property Type', 'Location Details', 'Themed Features']",4
1387511376507275928,So Grand: Warm and Luxury Room Near Silom Road,"['Themed Features', 'Descriptive Adjectives', 'Location Details']",3
1387618406586807887,"Spacious 3-story, steps to pool","['Descriptive Adjectives', 'Property Type', 'Amenities']",3
1387632525399462546,Contemporary Low-rise︱Ultra Fast WiFi︱BTS Asoke,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit', 'Additional Services']",4
1387658908604190606,DB Room near Banthat Thong Rd.,"['Property Type', 'Location Details']",2
1387676997958215135,Complete Furnishings Prime Location Mall BTS Pier,"['Amenities', 'Location Details', 'Proximity to Transit']",3
1387721866177896432,市中心全明屋/輕軌附近/適合家庭/靠近各大景区/五房,"['Location Details', 'Proximity to Transit', 'Themed Features', 'Bedroom Count']",4
